gene_symbol,HealthyLungBiopsy_2,HealthyLungBiopsy_1,COVID19Lung_2,COVID19Lung_1
ATP6V0A2,222.756572333106,298.596261455,0,0
DNAH10,7.10385424296922,24.991491804429,93.7574251450023,0
CCDC92,403.397437368609,182.750283819887,321.454029068579,629.595502368305
ZNF664,745.904695511769,397.781244553827,308.060111190722,0
NCOR2,708.863169816286,715.641780941408,348.241864824294,157.398875592076
SCARB1,462.257943953212,49.9829836088579,66.9695893892873,0
UBC,15938.0044122617,20448.7675128947,7192.53390040946,3147.97751184153
MIR5188,0,1.30164019814734,0,0
DHX37,242.038462421166,220.23752152653,133.939178778575,0
BRI3BP,6.08901792254505,7.28918510962511,0,0
AACS,159.836720466808,118.449258031408,120.545260900717,0
TMEM132B,6.59643608275714,3.12393647555362,0,0
LINC00507,0,0,0,0
TMEM132C,24.3560716901802,3.64459255481256,0,0
MIR3612,0,0,0,0
SLC15A4,118.735849489628,287.402155750933,133.939178778575,157.398875592076
GLT1D1,76.1127240318131,9.89246550591979,361.635782702152,157.398875592076
TMEM132D,2.53709080106044,1.30164019814734,0,0
FZD10,39.0711983363307,122.35417862585,0,0
PIWIL1,10.1483632042417,0,0,0
RIMBP2,2.02967264084835,0.780984118888405,0,0
STX2,309.017659569161,279.852642601678,321.454029068579,0
RAN,2310.78230160585,4919.41896487806,2183.20861409077,944.393253552458
SFSWAP,566.786084956902,421.991752239368,214.302686045719,314.797751184153
MMP17,14.2077084859384,9.37180942666086,0,0
ULK1,402.890019208397,152.031575143609,0,157.398875592076
PUS1,406.949364490094,279.592314562049,26.7878357557149,0
EP400,324.240204375524,523.519687694861,66.9695893892873,0
SNORA49,0,1.56196823777681,66.9695893892873,0
DDX51,242.545880581378,131.725988052511,40.1817536335724,0
NOC4L,175.566683433382,184.832908136922,40.1817536335724,0
GALNT9,0.507418160212087,26.2931320025763,0,0
